Province,Estrato Florestal,id_parcela,Ycoordinate,Xcoordinate, Vt (m3_ha) , Vc (m3_ha) , AGB (ton_ha) , BGB (ton_ha) ,year,size
Cabo Delgado,Floresta (semi-) sempreverde,CD0068824,-12.853476,38.420349,88.04,20.78,93.65,23.35,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6162,-12.87049511,36.79000921,40.8,19.56,36.08,18.49,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6163,-12.87050287,36.7909302,54.99,28.2,46.85,22.06,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6161,-12.87139871,36.79000129,23.56,7.56,21.91,9.9,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6164,-12.87140648,36.79092229,38.04,16.27,32.56,16.03,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0282723,-12.880269,39.047049,54.58,14.71,56.1,21.1,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0282722,-12.880269,39.046127,90.78,36.98,88.98,30.23,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0282724,-12.881173,39.047049,57.71,28.01,65.28,19.99,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0282721,-12.881173,39.046127,95.28,50.22,110.19,34.9,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039842,-12.888369,38.29953,126.45,55.26,98.33,40.51,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039843,-12.888372,38.300452,90.15,43.14,68.42,32.55,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0377813,-12.889168,39.332748,98.81,31.34,78.06,33.89,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0377812,-12.889169,39.331826,127.05,50.97,110.32,41.86,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039841,-12.889273,38.299527,125.03,53.46,96.54,42.49,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039844,-12.889276,38.300449,107.93,39.32,88.08,35.26,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0377814,-12.890072,39.332749,73.7,6.16,63.39,28.69,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0377811,-12.890073,39.331827,40.5,9.41,33.76,18.21,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6072,-12.89940072,36.05001483,129.36,25.68,99.65,47.1,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6073,-12.89941111,36.05093539,91.31,0.9,70.11,33.88,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6071,-12.90030379,36.05000424,158.52,10.21,119.5,53.76,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6074,-12.90031418,36.0509248,73.4,7.78,57.44,27.27,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6182,-12.90669608,36.79000475,18.38,5.7,17.09,8.94,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6183,-12.90670386,36.79092588,37.85,13.69,31.6,14.73,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6181,-12.90759968,36.78999681,39.01,15.15,33.66,15.5,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6184,-12.90760747,36.79091794,50.3,21.9,43.27,22.15,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0350433,-12.916368,39.249848,143.78,43.47,122.92,41.48,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0350432,-12.916369,39.248927,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0350431,-12.917273,39.248927,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0350434,-12.917273,39.249849,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0033682,-12.924469,38.27173,83.47,35.63,62.16,27.73,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0033683,-12.924472,38.272652,46.32,21.12,35.46,18.07,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0356433,-12.925368,39.268248,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0356432,-12.925369,39.267326,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0033681,-12.925373,38.271727,91.92,41.92,69.3,32.14,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0033684,-12.925376,38.272649,89.84,37.6,66.59,28.48,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0356431,-12.926273,39.267327,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0356434,-12.926273,39.268249,100.21,6.16,84.82,35.32,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0359553,-12.970593,39.277536,117.56,49.47,99.56,39.65,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0359552,-12.970594,39.276614,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0359554,-12.971497,39.277537,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0359551,-12.971498,39.276615,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6763,-12.97988463,35.10091825,97.07,39.43,87.25,39.34,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6762,-12.97989208,35.09999679,73.3,28.76,62.14,30.19,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6764,-12.9807883,35.10092584,85.75,35.97,69.53,31.61,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6761,-12.98079574,35.10000438,80.1,35.94,69.82,35.12,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0068652,-13.006269,38.41903,56.78,0,54.25,19.22,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0068653,-13.006271,38.419952,43.95,3.74,42.5,19.42,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0068651,-13.007173,38.419027,40.03,2.75,41.95,14.91,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0068654,-13.007176,38.41995,38,7.94,34.48,12.68,2016,0.1
Niassa,Floresta (semi-) sempreverde,6262,-13.00779246,36.050009,39.04,18.41,41.55,11.63,2016,0.1
Niassa,Floresta (semi-) sempreverde,6263,-13.00780294,36.05092995,264.98,106.52,201.73,57.67,2016,0.1
Niassa,Floresta (semi-) sempreverde,6261,-13.00869553,36.04999831,113.6,37.1,121.99,34.16,2016,0.1
Niassa,Floresta (semi-) sempreverde,6264,-13.008706,36.05091927,82.31,24.68,99.26,28.18,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6742,-13.01569592,36.86000685,34.04,5.79,28.4,15.35,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6743,-13.01570353,36.86092842,27.04,7.44,21.69,11.78,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6741,-13.01659956,36.85999909,22.1,7.2,19.5,11.37,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6744,-13.01660716,36.86092067,32.9,13.4,27.99,14.89,2016,0.1
Niassa,Floresta (semi-) sempreverde,6132,-13.02029623,37.53000607,62.49,20.78,78.22,23.69,2016,0.1
Niassa,Floresta (semi-) sempreverde,6133,-13.02030146,37.530928,116.43,55.11,126.43,37.08,2016,0.1
Niassa,Floresta (semi-) sempreverde,6131,-13.0212002,37.53000074,113.52,42.08,112.33,33.77,2016,0.1
Niassa,Floresta (semi-) sempreverde,6134,-13.02120543,37.53092267,83.96,11.36,111.48,33.27,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025802,-13.050969,38.23443,78.73,35.8,67.3,25.88,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025803,-13.050972,38.235352,51.42,27.11,41.68,20.08,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025801,-13.051873,38.234427,65.51,33.5,55.37,21.37,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025804,-13.051876,38.23535,138.65,42.57,116.16,38.81,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6192,-13.05219888,36.90001172,55.81,20.78,47.79,22.49,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6193,-13.05220636,36.90093344,31.95,12.33,28.53,18.1,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6191,-13.05310254,36.90000408,32.88,12.69,31.75,16.35,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6194,-13.05311002,36.90092581,74.79,18.45,64.23,29.23,2016,0.1
Niassa,Floresta (semi-) sempreverde,6632,-13.08039312,36.09001013,181.44,86.35,130.12,43.83,2016,0.1
Niassa,Floresta (semi-) sempreverde,6633,-13.0804035,36.09093139,156.49,78.46,119.81,46.9,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6172,-13.08079288,36.120006,90.33,47.25,75.5,38.26,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6173,-13.08080316,36.12092728,101.38,47.72,85.98,43.73,2016,0.1
Niassa,Floresta (semi-) sempreverde,6631,-13.08129621,36.08999953,120.86,54.37,104.47,35.49,2016,0.1
Niassa,Floresta (semi-) sempreverde,6634,-13.0813066,36.0909208,133.55,52.84,111.87,38.19,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6171,-13.081696,36.11999551,116.81,56.6,95.16,49.21,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6174,-13.08170628,36.12091679,80.1,32.37,67.95,36.26,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6092,-13.09179914,37.38000329,114.09,51.38,80.24,33.55,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6093,-13.09180493,37.38092541,66.97,30.64,51.3,17.72,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6091,-13.09270304,37.37999738,127.46,56.24,98.53,40,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6094,-13.09270883,37.38091951,52.11,8.22,42.77,15.28,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0430403,-13.096867,39.489848,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0430402,-13.096869,39.488926,59.07,14.39,66.35,21.39,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0430404,-13.097772,39.48985,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0430401,-13.097773,39.488927,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0402703,-13.115102,39.406858,86.52,36.95,81.62,30.55,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0402702,-13.115104,39.405936,52.55,14.43,50.5,23.38,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0402704,-13.116007,39.40686,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0402701,-13.116008,39.405937,47.42,0.33,58.11,20.57,2016,0.1
Niassa,Floresta (semi-) sempreverde,6103,-13.12448867,35.10091424,47.91,20.6,74.37,20.82,2016,0.1
Niassa,Floresta (semi-) sempreverde,6102,-13.1244962,35.09999224,13.78,2.7,24.73,6.92,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6642,-13.1244962,36.90000776,62.73,26.79,51.46,24.96,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6643,-13.12450372,36.90092975,37.54,18.91,30.24,14.38,2016,0.1
Niassa,Floresta (semi-) sempreverde,6053,-13.12529091,34.99091558,102.74,73.42,87.56,31.47,2016,0.1
Niassa,Floresta (semi-) sempreverde,6052,-13.12529804,34.98999351,92.52,43.47,100.78,33,2016,0.1
Niassa,Floresta (semi-) sempreverde,6104,-13.12539232,35.10092192,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6101,-13.12539985,35.09999992,5.09,1.02,4.84,2.41,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6641,-13.12539985,36.90000008,79.47,44.91,63.13,26.75,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6644,-13.12540737,36.90092208,61.02,21.63,51.19,23.63,2016,0.1
Niassa,Floresta (semi-) sempreverde,6054,-13.12619463,34.99092285,118.69,82.21,106.83,35.11,2016,0.1
Niassa,Floresta (semi-) sempreverde,6051,-13.12620176,34.99000079,133.85,90.13,152.55,45.77,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0110202,-13.151169,38.547929,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0110203,-13.151171,38.548852,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0110201,-13.152073,38.547927,59.7,26.88,52.96,26.37,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0110204,-13.152075,38.54885,0,0,0,0,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6142,-13.15309668,36.12001159,73.65,23.56,61.92,27.22,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6143,-13.15310702,36.12093314,93.34,45.3,69.35,28.87,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6141,-13.15399979,36.12000104,56.91,16.6,46.72,22.52,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6144,-13.15401013,36.1209226,39.31,7.88,32.49,16.59,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0058882,-13.177969,38.38173,161.82,69.23,146.41,43.65,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0058883,-13.177971,38.382652,76.02,23.08,68.48,30.36,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0058881,-13.178873,38.381727,63.08,1.55,55.01,22.92,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0058884,-13.178876,38.38265,54.28,20.1,44.56,17.68,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0054462,-13.186969,38.36323,65.39,28.66,70.99,18.83,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0054463,-13.186972,38.364153,83.06,20.01,99.27,26.95,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0054461,-13.187873,38.363227,27.96,0,23.46,8.85,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0054464,-13.187876,38.36415,29.21,2.32,25.3,10.72,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6022,-13.1999971,37.34001035,122.05,41.4,100.46,47.07,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6023,-13.20000308,37.34093286,91.38,19.52,75.55,32.12,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6021,-13.20090097,37.34000424,60.7,16.85,50.87,25.47,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6024,-13.20090695,37.34092676,45.11,17.5,41.92,20.67,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0020382,-13.213669,38.20623,32.89,16.44,31.71,16.56,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0020383,-13.213672,38.207153,35.38,14.8,33.09,19.44,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0020381,-13.214573,38.206227,37.99,18.88,34.01,21.16,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0020384,-13.214576,38.20715,70.94,26.76,60.32,25.76,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0065822,-13.223252,38.409296,86.37,30.89,91.45,30.3,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0065823,-13.223254,38.410219,46.35,16.89,70.88,20.89,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0065821,-13.224156,38.409294,57.76,18.88,52.61,21.03,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0065824,-13.224158,38.410217,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0071212,-13.232269,38.42773,44.38,16.29,36.31,16.54,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0071213,-13.232271,38.428653,28.8,11.15,20.07,11.59,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0071211,-13.233173,38.427727,16.23,1.62,14.6,8.76,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0071214,-13.233176,38.42865,31.83,9.64,26.4,12.55,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6062,-13.26099251,36.08000955,17.58,8.63,16.96,8.95,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6063,-13.26100307,36.08093148,20.59,10.72,17.58,8.82,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6061,-13.26189558,36.07999876,15.74,5.38,15.96,10.57,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6064,-13.26190615,36.08092069,22.77,3.19,22.43,9.94,2016,0.1
Niassa,Floresta (semi-) sempreverde,6452,-13.26839969,36.82000814,76.96,40.36,76.75,21.49,2016,0.1
Niassa,Floresta (semi-) sempreverde,6453,-13.26840759,36.82093063,91.94,50.57,88.69,25.79,2016,0.1
Niassa,Floresta (semi-) sempreverde,6451,-13.26930329,36.82000008,102.3,51.01,102.44,28.84,2016,0.1
Niassa,Floresta (semi-) sempreverde,6454,-13.26931118,36.82092257,122.6,73.6,111.22,32.08,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025532,-13.295069,38.23373,17.45,1.61,16.31,8.98,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025533,-13.295072,38.234653,12.85,2.21,11.08,6.54,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025531,-13.295973,38.233727,29.22,1.29,28.47,16.5,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0025534,-13.295976,38.234651,43.45,8.28,39.5,18.23,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0307713,-13.296269,39.12095,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0307712,-13.296269,39.120027,71.51,48.67,60.66,23.75,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0307714,-13.297173,39.120951,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0307711,-13.297173,39.120027,68.18,36.99,57.47,24.34,2016,0.1
Niassa,Floresta (semi-) sempreverde,6003,-13.29758439,35.88091172,70.46,30.49,78.63,25,2016,0.1
Niassa,Floresta (semi-) sempreverde,6002,-13.29759485,35.87998962,143.45,69.82,181.05,60.44,2016,0.1
Niassa,Floresta (semi-) sempreverde,6004,-13.2984875,35.88092239,109.92,57.44,114.66,35.59,2016,0.1
Niassa,Floresta (semi-) sempreverde,6001,-13.29849795,35.88000029,66.49,27.83,79.34,23.98,2016,0.1
Niassa,Floresta (semi-) sempreverde,6442,-13.3046004,36.82000771,111.92,46.47,84.13,28.84,2016,0.1
Niassa,Floresta (semi-) sempreverde,6443,-13.30460832,36.82093033,39.83,9.9,34.68,9.99,2016,0.1
Niassa,Floresta (semi-) sempreverde,5992,-13.30489522,36.86000442,85.54,41.73,88.39,26.01,2016,0.1
Niassa,Floresta (semi-) sempreverde,5993,-13.30490299,36.86092707,79.55,43.71,75.12,23.8,2016,0.1
Niassa,Floresta (semi-) sempreverde,6441,-13.30550399,36.81999963,196.84,60.68,168.32,51,2016,0.1
Niassa,Floresta (semi-) sempreverde,6444,-13.30551191,36.82092225,179.7,81.05,141.23,39.77,2016,0.1
Niassa,Floresta (semi-) sempreverde,5991,-13.30579884,36.85999648,92.51,37.65,90.67,28.52,2016,0.1
Niassa,Floresta (semi-) sempreverde,5994,-13.30580661,36.86091914,50.43,23.87,50.04,16.15,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5802,-13.30849361,37.34000339,68.26,30.45,58.73,26.9,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5803,-13.30849963,37.34092632,111.91,52.9,88.02,36.89,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5801,-13.30939747,37.33999724,82.26,38.55,76.32,37.3,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",5804,-13.3094035,37.34092016,50.87,23.38,46.69,32.04,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6012,-13.31119441,37.8200058,68.32,29.07,59.56,31.88,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6013,-13.3111987,37.82092893,118.37,48.6,96.91,39.95,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6011,-13.31209847,37.82000143,110.71,57.63,86.82,40.11,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6014,-13.31210275,37.82092455,87.9,36.25,72.82,32.64,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0605443,-13.312325,40.016533,48.82,3.67,41.65,24.02,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0605442,-13.312329,40.01561,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0605444,-13.313229,40.016537,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0605441,-13.313233,40.015614,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5722,-13.33329848,36.08360735,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5723,-13.33330908,36.08452955,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5721,-13.33420155,36.08359652,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5724,-13.33421216,36.08451872,0,0,0,0,2016,0.1
Niassa,Floresta (semi-) sempreverde,5922,-13.34279556,37.08000887,127.03,42.47,111.31,36.42,2016,0.1
Niassa,Floresta (semi-) sempreverde,5923,-13.34280255,37.08093179,129.86,55.88,119.12,39.39,2016,0.1
Niassa,Floresta (semi-) sempreverde,5921,-13.34369929,37.08000173,194.15,95.02,170.98,48.87,2016,0.1
Niassa,Floresta (semi-) sempreverde,5924,-13.34370628,37.08092465,94.02,37.02,82.87,25.02,2016,0.1
Niassa,Floresta (semi-) sempreverde,5982,-13.34639253,37.63000592,20.59,9.02,27.4,9.68,2016,0.1
Niassa,Floresta (semi-) sempreverde,5983,-13.34639752,37.63092911,19.36,8.34,24.5,9.22,2016,0.1
Niassa,Floresta (semi-) sempreverde,5981,-13.34729651,37.63000083,20.18,8.38,29.03,9.65,2016,0.1
Niassa,Floresta (semi-) sempreverde,5984,-13.3473015,37.63092402,41.39,18.91,46.93,16.72,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039312,-13.349558,38.298183,75.77,11.63,67.24,25.71,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039313,-13.34956,38.299106,92.43,52.76,72.61,27.96,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0176262,-13.350398,38.741429,77.17,25.26,72.16,30.31,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0176263,-13.350399,38.742352,0,0,0,0,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039311,-13.350462,38.29818,64.93,26.82,57.59,23.35,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0039314,-13.350465,38.299103,101.79,42.66,90.82,34.97,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0176261,-13.351302,38.741428,198.14,112.52,154.18,54.18,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0176264,-13.351303,38.742351,221.21,106.86,214.14,68.03,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6042,-13.37549198,36.67000603,84.93,48.48,74.96,37.27,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6043,-13.37550048,36.67092882,99.16,40.51,85.83,39.75,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0015802,-13.376369,38.17803,70.7,23.66,51.45,25.37,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0015803,-13.376372,38.178954,60.4,24.59,47.41,19.45,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6041,-13.37639547,36.66999734,69.17,37.82,66.26,32.72,2016,0.1
Niassa,"Floresta (semi-) decidua, incluindo Miombo",6044,-13.37640397,36.67092014,90.64,39.83,74.72,37.38,2016,0.1
Cabo Delgado,"Floresta (semi-) decidua, incluindo Miombo",CD0015801,-13.377273,38.178027,78.95,42.28,58.32,28.17,2016,0.1
