Province,Estrato Florestal,id_parcela,Ycoordinate,Xcoordinate, Vt (m3_ha) , Vc (m3_ha) , AGB (ton_ha) , BGB (ton_ha) ,year,size
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3831,-16.52017608,36.60157448,148.24,101.88,135.75,44.25,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3834,-16.52018683,36.60251077,163.11,80.49,142.11,66.16,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5302,-16.5213404,36.7888564,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5303,-16.52135032,36.78979282,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5301,-16.52224372,36.78884612,0,0,0,0,2016,0.1
Zambézia,Floresta (semi-) sempreverde,5304,-16.52225364,36.78978254,0,0,0,0,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3662,-16.53296702,38.81256475,95.34,32.05,83.34,39.32,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3663,-16.53296786,38.81350192,100.05,27.42,87.22,39.22,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3661,-16.53387101,38.81256388,50.04,10.1,40.78,22.07,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3664,-16.53387185,38.81350105,146.34,28.61,121.83,56.9,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3012,-16.55900994,36.93830768,54.04,28.03,43.87,23.98,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3013,-16.55901921,36.93924437,160.25,61.06,193.41,54.77,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3011,-16.55991335,36.93829807,131.61,84.97,109.24,44.33,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3014,-16.55992261,36.93923477,227.55,116.68,276.27,81.45,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3552,-16.56326103,37.42546281,646.83,367.13,440.05,173.78,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3553,-16.56326811,37.42639977,603.25,294.9,412.36,153.9,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3551,-16.56416468,37.42545546,478.71,145.68,325.67,115.22,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3554,-16.56417176,37.42639244,702.23,274.95,486.73,167.09,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3773,-16.56771958,33.78828665,41.92,4.39,42.21,25.41,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3772,-16.56772313,33.78734939,90.99,20.72,81.7,24.88,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3522,-16.56772313,38.21265061,315.92,186.64,242.74,84.07,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3523,-16.56772667,38.21358787,227.12,104.67,174.33,72.51,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3703,-16.5685473,33.52584688,34.5,2.49,32.31,15.87,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3702,-16.56854966,33.52490957,81.26,46.06,72.76,25.33,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3774,-16.56862349,33.78829033,35.66,1.08,36.45,22.27,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3771,-16.56862703,33.78735306,20.55,1.41,21.88,15.17,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3521,-16.56862703,38.21264694,540.03,295.27,405.24,145.35,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3524,-16.56863057,38.2135842,443.35,236.54,351.36,119.42,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3704,-16.56945125,33.52584933,76.13,22.41,67.15,30.62,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3701,-16.56945362,33.52491202,190.09,58.51,170.34,57.95,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3612,-16.59940696,37.42516875,332.85,138.13,282.42,101.12,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3613,-16.59941406,37.4261059,447.55,257.21,358.52,141.99,2016,0.1
Tete,Mopane,3683,-16.59968055,34.53828233,44.54,19.84,32.42,11.77,2016,0.1
Tete,Mopane,3682,-16.59968748,34.53734517,27.94,9.27,20.71,6.58,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3611,-16.60031061,37.42516139,134.48,69.09,113.97,44.63,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3614,-16.6003177,37.42609854,419.3,184.92,326.97,123.81,2016,0.1
Tete,Mopane,3684,-16.60058421,34.53828952,56.3,18.28,40.74,13.94,2016,0.1
Tete,Mopane,3681,-16.60059114,34.53735235,38.81,16.61,30.11,10.45,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2662,-16.60387934,38.21250351,554.94,311.38,398.32,137.61,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2663,-16.60388289,38.21344094,523.58,239.75,327.57,121.74,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2661,-16.60478324,38.21249983,498.82,215.5,348.02,121.38,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2664,-16.60478679,38.21343727,360.13,191.02,253.51,94.5,2016,0.1
Nampula,Floresta (semi-) sempreverde,3503,-16.64118946,39.37601617,21.51,3.19,85.67,19.13,2016,0.1
Nampula,Floresta (semi-) sempreverde,3502,-16.64119116,39.37507848,19.78,1.35,43.81,10.63,2016,0.1
Nampula,Floresta (semi-) sempreverde,3504,-16.64209343,39.37601793,26.8,2.72,72.91,14.16,2016,0.1
Nampula,"Floresta (semi-) decidua, incluindo Miombo",3501,-16.64209512,39.37508024,32.87,8.86,62.18,20.48,2016,0.1
Tete,Mopane,3843,-16.67303337,34.38885155,96.65,39.41,67.06,23.23,2016,0.1
Tete,Mopane,3842,-16.67303965,34.38791397,55.01,21.7,37.63,13.9,2016,0.1
Tete,Mopane,3844,-16.67393708,34.38885808,65.6,23.95,46.41,15.91,2016,0.1
Tete,Mopane,3841,-16.67394337,34.38792049,72.7,22.71,50.35,16.05,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3722,-16.67539317,38.02465656,130.55,32.2,113.3,51,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3723,-16.67539758,38.02559429,295.82,130.43,238.46,103.96,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3721,-16.67629702,38.02465198,292.11,108.43,226.94,108.46,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3724,-16.67630143,38.02558972,440.7,128.74,365.44,128.28,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2622,-16.67633066,38.24971972,140.76,67.12,104.1,41.11,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2623,-16.67633405,38.25065751,152.56,81.82,121.28,47.61,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2621,-16.67723456,38.2497162,217.57,39.09,192.28,67.27,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2624,-16.67723796,38.25065399,108.41,63.12,79.79,35.85,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3192,-16.6776861,32.96248482,147.38,40.41,136.15,44.36,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3193,-16.67768627,32.9634227,115.93,36.83,110.34,34.31,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3573,-16.67768949,33.00093788,124.7,32.17,115.76,44.14,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3572,-16.6776895,33,125.56,27.79,120.22,44.89,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3191,-16.67859008,32.96248465,53.32,17.76,47.65,17.44,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3194,-16.67859025,32.96342253,71.5,26.31,65.71,22.68,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3571,-16.67859348,33,136.14,56.08,122.96,40.91,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3574,-16.67859348,33.00093788,239.28,56.13,212.86,69.59,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3482,-16.70664617,37.27426107,0,0,0,0,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3483,-16.706654,37.27519867,68.85,0.39,58.96,19.69,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3481,-16.70754974,37.27425295,401.09,94.11,528.73,148.04,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3484,-16.70755757,37.27519055,250.98,44.13,336.95,94.35,2016,0.1
Tete,Mopane,3533,-16.7086643,34.46413191,33.09,8.04,33.06,10.64,2016,0.1
Tete,Mopane,3532,-16.70867094,34.46319419,71.05,16.5,55.17,17.06,2016,0.1
Tete,Mopane,3534,-16.70956799,34.4641388,32.23,10.43,30.65,9.45,2016,0.1
Tete,Mopane,3531,-16.70957463,34.46320107,76.84,20.37,59.6,17.98,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3473,-16.74628632,34.23930039,35.43,11.37,30.9,12.59,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3472,-16.74629195,34.2383624,24.06,3.44,22.32,11.17,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3474,-16.74719008,34.23930624,15.48,0.14,16.93,9.15,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3471,-16.74719572,34.23836824,18.89,6.33,15.65,7.09,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3442,-16.74877592,38.28696306,150.86,34.42,125.04,52.07,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3443,-16.74877916,38.28790122,94.44,25.67,76.63,31.49,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3441,-16.74967983,38.2869597,175.95,65.5,141.8,54.97,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3444,-16.74968307,38.28789786,114.03,19.34,95.74,38.25,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3383,-16.76536397,35.92739025,114.6,50.61,91.77,37.37,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3382,-16.76537729,35.92645317,168.88,61.22,144.89,62.06,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3384,-16.76626676,35.92740407,85.29,28.58,68.34,31.75,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3381,-16.76628008,35.92646699,84.47,13.24,70.62,29.55,2016,0.1
Manica,Mopane,3493,-16.78197147,34.31458705,28.5,11.03,23.94,8.97,2016,0.1
Manica,Mopane,3492,-16.78197745,34.31364891,61.93,27.34,45.9,16.07,2016,0.1
Manica,Mopane,3494,-16.7828752,34.31459327,36.94,15.78,28.92,11.3,2016,0.1
Manica,Mopane,3491,-16.78288119,34.31365512,30.91,12.16,30.61,10.76,2016,0.1
Manica,Floresta (semi-) sempreverde,3303,-16.78558661,33.48890525,22.38,14.26,31.81,8.4,2016,0.1
Manica,Floresta (semi-) sempreverde,3302,-16.78558883,33.48796688,58.52,36.46,85.64,25.85,2016,0.1
Manica,Floresta (semi-) sempreverde,3304,-16.78649055,33.48890756,37.59,21.65,62.15,17.4,2016,0.1
Manica,Floresta (semi-) sempreverde,3301,-16.78649278,33.48796918,54.8,12.23,87.18,25.31,2016,0.1
Zambézia,Floresta (semi-) sempreverde,4013,-16.80200595,35.89045303,69.96,26.19,106.5,32.1,2016,0.1
Zambézia,Floresta (semi-) sempreverde,4012,-16.80201913,35.88951574,105.68,56.45,123.75,37.36,2016,0.1
Zambézia,Floresta (semi-) sempreverde,4014,-16.80290877,35.89046671,133.84,70.83,127.96,43.21,2016,0.1
Zambézia,Floresta (semi-) sempreverde,4011,-16.80292195,35.88952941,78.4,28.9,91.68,27.19,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3433,-16.80871669,35.3654479,65.8,20.94,58.98,20.68,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3432,-16.80872747,35.36451019,44.36,4.89,70.98,19.88,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3434,-16.80961988,35.36545911,1.71,0,25.25,7.07,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3431,-16.80963067,35.36452138,160.38,86.74,296.85,83.12,2016,0.1
Manica,Mopane,3263,-16.81762697,34.38990024,2.22,0,2.96,0.83,2016,0.1
Manica,Mopane,3262,-16.81763331,34.38896196,16.37,3.09,28.61,8.15,2016,0.1
Manica,Mopane,3264,-16.81853068,34.38990683,83.32,29.35,68,19.86,2016,0.1
Manica,Mopane,3261,-16.81853702,34.38896854,15.38,3.1,17.29,5.38,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3592,-16.82000842,38.02391996,163.33,84.66,112.6,49.91,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3593,-16.82001287,38.0248584,200.63,90.58,153,61.46,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3591,-16.82091225,38.02391533,167.02,59.39,126.71,51.71,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3594,-16.82091671,38.02485378,241.32,112.72,184.19,73.58,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3462,-16.82133502,38.36177457,598.98,349.21,478.57,135.28,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3463,-16.82133793,38.36271309,668.51,297.86,514.16,154.38,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3461,-16.82223893,38.36177154,729.41,405.78,566.69,151.99,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3464,-16.82224184,38.36271007,266.01,133.77,218.46,73.7,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3423,-16.8223258,33.00093859,42.21,1.37,40.67,23.16,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3422,-16.8223258,33,42.25,8.47,42.62,22.27,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3424,-16.82322977,33.00093859,40.32,5.3,41.06,20.74,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3421,-16.82322977,33,61.94,2.38,57.51,33.97,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3393,-16.84396572,35.44092582,20.76,9.06,29.6,8.29,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3392,-16.84397687,35.43998798,235.01,68.86,376.5,105.42,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3394,-16.84486886,35.4409374,8.87,1.27,13.37,3.74,2016,0.1
Zambézia,Floresta (semi-) sempreverde,3391,-16.84488002,35.43999956,156.12,29.28,227.72,63.76,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3372,-16.85633712,38.0612796,225.91,103.82,231.49,91.06,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3373,-16.85634141,38.06221823,167.53,69.44,160.09,72.63,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3371,-16.85724096,38.06127514,180.11,83.07,168.1,71.78,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3374,-16.85724525,38.06221377,217.01,85.09,188.26,80.83,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3403,-16.85780866,33.52663974,0,0,0,0,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3402,-16.85781107,33.52570102,0,0,0,0,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3404,-16.85871259,33.52664224,0,0,0,0,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3401,-16.858715,33.52570351,0,0,0,0,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2613,-16.87423093,35.89155013,50.73,8.43,46.76,21.31,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2612,-16.87424416,35.89061249,82.64,22.72,73.49,30.88,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2614,-16.87513374,35.89156388,79.76,26.79,65.7,31.68,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2611,-16.87514697,35.89062623,96.46,37.78,86.15,32.52,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3322,-16.88827712,37.38524798,125.09,35.02,99.54,29.15,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3323,-16.88828452,37.38618651,33.52,0,25.69,8.23,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3321,-16.88918073,37.38524029,373.36,118.54,310.4,115.57,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3324,-16.88918813,37.38617883,392.25,196.27,320.5,106.19,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2943,-16.90926813,35.96712356,84.43,44.2,82.07,33.17,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2942,-16.90928174,35.96618581,95.99,46.46,84.17,33.42,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2944,-16.91017088,35.9671377,49.27,14.11,54.07,20.07,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2941,-16.91018449,35.96619994,240.72,93.78,218.46,76,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3352,-16.9583146,37.12176017,277.97,128.73,234.64,90.42,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3353,-16.95832324,37.12269893,207.65,80.85,171.09,70.68,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3351,-16.95921807,37.12175119,188.72,77,155.28,74.55,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3354,-16.95922671,37.12268995,198.18,93.99,160.7,63.19,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3312,-16.95932055,37.23441441,311.26,123.84,230.02,86.5,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3313,-16.95932867,37.23535323,390.08,129.74,289.2,93.07,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3311,-16.96022407,37.23440597,320.76,165.1,250.13,84.53,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3314,-16.9602322,37.2353448,379.23,66.74,298.81,111.17,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3222,-17.02127662,36.29486578,386.84,179.23,314.65,92.94,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3223,-17.02128911,36.2958043,214.75,112.28,169.31,52.54,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3221,-17.02217956,36.2948528,199.92,62.21,170.92,65.29,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3224,-17.02219205,36.29579133,139.79,34.14,118.46,45.99,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3283,-17.02987459,34.9550262,2.59,0,2.66,1.89,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3282,-17.02988362,34.95408713,2.88,0.72,3,2.17,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3284,-17.03077801,34.95503558,2.03,0.22,2.17,1.59,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3281,-17.03078704,34.95409651,38.85,7.29,39.8,13.52,2016,0.1
Sofala,Mopane,3293,-17.03425275,34.42906691,48.13,12,49.13,14.11,2016,0.1
Sofala,Mopane,3292,-17.03425936,34.42812756,75.08,23.85,63.76,18.16,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3332,-17.03425936,37.57187244,441.43,111.58,355.46,135.61,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3333,-17.03426595,37.57281178,321.89,123.08,249.73,93.87,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3642,-17.03477346,37.64702138,588.65,310.5,481.96,146.33,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3643,-17.03477971,37.64796075,301.18,160.29,245.61,92.72,2016,0.1
Sofala,Mopane,3294,-17.03515642,34.42907377,53.92,15.03,51.32,14.49,2016,0.1
Sofala,Mopane,3291,-17.03516303,34.42813442,41.75,5.18,49.48,14.14,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3331,-17.03516303,37.57186558,162.39,26.45,137.27,58.28,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3334,-17.03516962,37.57280493,201.16,27.57,177.21,78.04,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3641,-17.03567716,37.64701488,515.57,248.63,409.05,134.79,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3644,-17.03568341,37.64795426,395.78,120.2,326.69,105.06,2016,0.1
Sofala,Mopane,3243,-17.07039945,34.42934184,15.77,6.68,21.15,6.41,2016,0.1
Sofala,"Floresta (semi-) decidua, incluindo Miombo",3242,-17.07040607,34.42840231,0.41,0,0.44,0.28,2016,0.1
Sofala,Mopane,3244,-17.07130312,34.42934872,11.78,5.07,18.2,5.1,2016,0.1
Sofala,Mopane,3241,-17.07130974,34.42840919,57.8,23.72,59.42,17.9,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3212,-17.09730357,36.5943059,163.83,24.65,134.67,52.13,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3213,-17.09731473,36.59524502,179.36,77.34,141.5,51.74,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3211,-17.09820672,36.5942943,241.2,79.98,179.81,67.51,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3214,-17.09821787,36.59523343,126.54,46.52,108.68,42.94,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3142,-17.12912238,36.25574054,109.98,51.63,96.4,35.56,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3143,-17.12913513,36.25667957,60.48,20.68,51.61,18.22,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3141,-17.13002528,36.25572728,164.42,76.68,133.83,52.59,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3144,-17.13003803,36.25666632,106.03,42.03,88.2,33.15,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3202,-17.13062069,36.36842984,197.63,57.28,149.96,68.38,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3203,-17.13063291,36.36936897,641.17,260.69,497.06,168.5,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3201,-17.13152367,36.36841713,485.04,227.2,350.87,116.47,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3204,-17.1315359,36.36935626,311.44,127.14,242.88,103.57,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3172,-17.16367392,36.14251019,105.47,33.35,87.75,38.33,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3173,-17.16368722,36.14344931,114.03,40.36,92.29,38.67,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3171,-17.16457673,36.14249636,130.67,75.43,107.33,42.55,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3174,-17.16459003,36.14343548,205.08,122.36,165.13,51.24,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3122,-17.17129184,36.7437019,404.62,146.33,303.45,114.2,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3123,-17.17130234,36.74464149,350.35,125.93,267.85,101.86,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3121,-17.17219508,36.74369097,205.82,46.04,161.15,65.14,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3124,-17.17220558,36.74463057,386.83,144.06,288.93,94.86,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3183,-17.1828913,33.64039093,17.41,1.96,18.05,8.36,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3182,-17.18289429,33.6394506,39.02,7.83,44.17,23.54,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3184,-17.18379519,33.64039403,19.64,3.17,21.57,11.34,2016,0.1
Manica,"Floresta (semi-) decidua, incluindo Miombo",3181,-17.18379817,33.6394537,35.41,9.81,35.35,17.96,2016,0.1
Tete,Floresta (semi-) sempreverde,3163,-17.20981282,35.03211124,0,0,0,0,2016,0.1
Tete,Floresta (semi-) sempreverde,3162,-17.2098223,35.03117131,44.54,13.71,65.59,18.36,2016,0.1
Tete,Floresta (semi-) sempreverde,3164,-17.21071618,35.03212111,0,0,0,0,2016,0.1
Tete,Floresta (semi-) sempreverde,3161,-17.21072567,35.03118118,17.72,0,25.4,7.11,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3072,-17.21551147,37.6457135,441.64,89.93,378.46,104.95,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3073,-17.21551779,37.64665379,294.56,96.74,265.27,90.36,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3071,-17.21641516,37.64570692,296.87,120.38,263.78,103.74,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3074,-17.21642148,37.64664721,364.29,122.18,315.81,112.99,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3102,-17.24135194,36.5548476,542.88,351.81,426.04,140.41,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3103,-17.24136337,36.55578742,424.08,198.4,319.19,108.57,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3101,-17.24225505,36.5548357,365.65,198.79,304.73,98.57,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",3104,-17.24226648,36.55577553,199.53,60.67,187.91,68.05,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2852,-17.2774761,36.55437122,102.07,15.37,86.7,32.78,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2853,-17.27748756,36.55531122,77.38,43.48,69.3,26.17,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2851,-17.2783792,36.55435929,107.02,40.81,93.79,34.6,2016,0.1
Zambézia,"Floresta (semi-) decidua, incluindo Miombo",2854,-17.27839066,36.5552993,168.58,54.21,143.36,50.34,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3053,-17.28130556,35.10812391,62.79,16.47,57.1,25,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3052,-17.28131543,35.10718367,86,13.88,79.51,33.65,2016,0.1
Tete,Floresta (semi-) sempreverde,3093,-17.28208171,35.03290256,56.01,10.96,87.43,24.48,2016,0.1
Tete,Floresta (semi-) sempreverde,3092,-17.28209123,35.03196226,81.25,31.33,96.52,27.02,2016,0.1
Tete,"Floresta (semi-) decidua, incluindo Miombo",3054,-17.28220887,35.1081342,87.44,30.24,75.07,33.76,2016,0.1
